Specimen,Subset,Statistic,Count,Total_Cells
Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs,Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs/Comp-Pacific Blue-A subset,68.5,13698.0,20000
Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs,Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs/Lymphocytes,74.9,14986.0,20000
Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs,Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs/Lymphocytes/Single Cells,69.9,10477.0,20000
Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs,"Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",65.6,6876.0,20000
Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs,Mean : Comp-FITC-A = 612.710388184,613.0,,20000
Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs,"Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",34.6,2379.0,20000
Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs,"Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",25.4,5079.0,20000
Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs,"Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.64,327.0,20000
Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs,"Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",29.1,5830.0,20000
Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs,"Specimen_005_CP49PBA45 NP10 GFP-1_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",43.8,8764.0,20000
Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs,Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs/Comp-Pacific Blue-A subset,66.8,13350.0,20000
Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs,Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs/Lymphocytes,72.5,14505.0,20000
Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs,Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells,71.0,10299.0,20000
Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs,"Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",65.8,6778.0,20000
Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs,Mean : Comp-FITC-A = 606.359802246,606.0,,20000
Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs,"Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",35.0,2374.0,20000
Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs,"Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",24.7,4936.0,20000
Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs,"Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.25,250.0,20000
Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs,"Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",31.4,6271.0,20000
Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs,"Specimen_005_CP49PBA45 NP10 GFP-1_002.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",42.7,8543.0,20000
Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs,Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs/Comp-Pacific Blue-A subset,88.4,17683.0,20000
Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs,Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs/Lymphocytes,79.5,15908.0,20000
Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs,Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs/Lymphocytes/Single Cells,66.2,10531.0,20000
Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs,"Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",88.2,9286.0,20000
Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs,Mean : Comp-FITC-A = 1783.91394043,1784.0,,20000
Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs,"Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",86.5,8028.0,20000
Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs,"Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",69.1,13822.0,20000
Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs,"Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",0.91,182.0,20000
Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs,"Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",10.4,2083.0,20000
Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs,"Specimen_005_CP49PBA77 NP4 GFP-1_007.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",19.6,3913.0,20000
Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs,Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs/Comp-Pacific Blue-A subset,88.2,17650.0,20000
Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs,Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs/Lymphocytes,79.3,15851.0,20000
Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs,Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs/Lymphocytes/Single Cells,65.8,10431.0,20000
Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs,"Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",87.8,9156.0,20000
Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs,Mean : Comp-FITC-A = 1752.62890625,1753.0,,20000
Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs,"Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",86.3,7902.0,20000
Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs,"Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",68.7,13738.0,20000
Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs,"Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",0.83,167.0,20000
Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs,"Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",10.7,2139.0,20000
Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs,"Specimen_005_CP49PBA77 NP4 GFP-1_009.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",19.8,3956.0,20000
Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs,Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs/Comp-Pacific Blue-A subset,87.6,17511.0,20000
Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs,Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs/Lymphocytes,78.9,15778.0,20000
Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs,Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs/Lymphocytes/Single Cells,54.6,8618.0,20000
Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs,"Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",84.6,7288.0,20000
Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs,Mean : Comp-FITC-A = 1256.233642578,1256.0,,20000
Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs,"Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",79.0,5758.0,20000
Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs,"Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",66.3,13253.0,20000
Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs,"Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",0.74,149.0,20000
Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs,"Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",11.4,2271.0,20000
Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs,"Specimen_005_CP49PBA77 NP10 GFP-1_006.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",21.6,4327.0,20000
Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs,Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs/Comp-Pacific Blue-A subset,87.0,17390.0,20000
Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs,Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs/Lymphocytes,78.5,15705.0,20000
Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs,Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs/Lymphocytes/Single Cells,55.2,8668.0,20000
Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs,"Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",84.0,7281.0,20000
Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs,Mean : Comp-FITC-A = 1229.879638672,1230.0,,20000
Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs,"Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",77.9,5671.0,20000
Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs,"Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",64.9,12972.0,20000
Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs,"Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",0.76,152.0,20000
Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs,"Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",12.0,2396.0,20000
Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs,"Specimen_005_CP49PBA77 NP10 GFP-1_008.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",22.4,4480.0,20000
Specimen_005_CP49PB77 NP6 GFP-1_009.fcs,Specimen_005_CP49PB77 NP6 GFP-1_009.fcs/Comp-Pacific Blue-A subset,79.6,15916.0,20000
Specimen_005_CP49PB77 NP6 GFP-1_009.fcs,Specimen_005_CP49PB77 NP6 GFP-1_009.fcs/Lymphocytes,79.5,15901.0,20000
Specimen_005_CP49PB77 NP6 GFP-1_009.fcs,Specimen_005_CP49PB77 NP6 GFP-1_009.fcs/Lymphocytes/Single Cells,62.5,9933.0,20000
Specimen_005_CP49PB77 NP6 GFP-1_009.fcs,"Specimen_005_CP49PB77 NP6 GFP-1_009.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",77.8,7725.0,20000
Specimen_005_CP49PB77 NP6 GFP-1_009.fcs,Mean : Comp-FITC-A = 1674.697265625,1675.0,,20000
Specimen_005_CP49PB77 NP6 GFP-1_009.fcs,"Specimen_005_CP49PB77 NP6 GFP-1_009.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",86.7,6698.0,20000
Specimen_005_CP49PB77 NP6 GFP-1_009.fcs,"Specimen_005_CP49PB77 NP6 GFP-1_009.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",64.7,12939.0,20000
Specimen_005_CP49PB77 NP6 GFP-1_009.fcs,"Specimen_005_CP49PB77 NP6 GFP-1_009.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.26,251.0,20000
Specimen_005_CP49PB77 NP6 GFP-1_009.fcs,"Specimen_005_CP49PB77 NP6 GFP-1_009.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",18.8,3751.0,20000
Specimen_005_CP49PB77 NP6 GFP-1_009.fcs,"Specimen_005_CP49PB77 NP6 GFP-1_009.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",15.3,3059.0,20000
Specimen_005_CP49PB77 NP6 GFP-1_010.fcs,Specimen_005_CP49PB77 NP6 GFP-1_010.fcs/Comp-Pacific Blue-A subset,80.0,16010.0,20000
Specimen_005_CP49PB77 NP6 GFP-1_010.fcs,Specimen_005_CP49PB77 NP6 GFP-1_010.fcs/Lymphocytes,79.6,15917.0,20000
Specimen_005_CP49PB77 NP6 GFP-1_010.fcs,Specimen_005_CP49PB77 NP6 GFP-1_010.fcs/Lymphocytes/Single Cells,62.4,9926.0,20000
Specimen_005_CP49PB77 NP6 GFP-1_010.fcs,"Specimen_005_CP49PB77 NP6 GFP-1_010.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",78.4,7780.0,20000
Specimen_005_CP49PB77 NP6 GFP-1_010.fcs,Mean : Comp-FITC-A = 1683.561401367,1684.0,,20000
Specimen_005_CP49PB77 NP6 GFP-1_010.fcs,"Specimen_005_CP49PB77 NP6 GFP-1_010.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",86.5,6732.0,20000
Specimen_005_CP49PB77 NP6 GFP-1_010.fcs,"Specimen_005_CP49PB77 NP6 GFP-1_010.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",65.1,13016.0,20000
Specimen_005_CP49PB77 NP6 GFP-1_010.fcs,"Specimen_005_CP49PB77 NP6 GFP-1_010.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.15,230.0,20000
Specimen_005_CP49PB77 NP6 GFP-1_010.fcs,"Specimen_005_CP49PB77 NP6 GFP-1_010.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",18.3,3666.0,20000
Specimen_005_CP49PB77 NP6 GFP-1_010.fcs,"Specimen_005_CP49PB77 NP6 GFP-1_010.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",15.4,3088.0,20000
Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs,Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs/Comp-Pacific Blue-A subset,71.8,14362.0,20000
Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs,Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs/Lymphocytes,78.3,15668.0,20000
Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs,Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs/Lymphocytes/Single Cells,71.1,11146.0,20000
Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs,"Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",64.6,7197.0,20000
Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs,Mean : Comp-FITC-A = 1760.976318359,1761.0,,20000
Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs,"Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",86.6,6233.0,20000
Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs,"Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",55.6,11121.0,20000
Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs,"Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.69,337.0,20000
Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs,"Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",25.9,5174.0,20000
Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs,"Specimen_005_CP76PBA18 NP4 GFP-1_005.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",16.8,3368.0,20000
Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs,Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs/Comp-Pacific Blue-A subset,70.7,14134.0,20000
Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs,Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs/Lymphocytes,78.1,15616.0,20000
Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs,Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs/Lymphocytes/Single Cells,71.6,11175.0,20000
Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs,"Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",64.6,7222.0,20000
Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs,Mean : Comp-FITC-A = 1762.846557617,1763.0,,20000
Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs,"Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",86.8,6266.0,20000
Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs,"Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",55.1,11012.0,20000
Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs,"Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.65,329.0,20000
Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs,"Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",26.8,5362.0,20000
Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs,"Specimen_005_CP76PBA18 NP4 GFP-1_006.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",16.5,3297.0,20000
Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs,Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs/Comp-Pacific Blue-A subset,65.5,13107.0,20000
Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs,Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs/Lymphocytes,82.2,16443.0,20000
Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs,Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs/Lymphocytes/Single Cells,75.3,12388.0,20000
Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs,"Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",57.1,7078.0,20000
Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs,Mean : Comp-FITC-A = 1655.707641602,1656.0,,20000
Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs,"Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",87.9,6224.0,20000
Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs,"Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",51.2,10242.0,20000
Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs,"Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.04,209.0,20000
Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs,"Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",32.8,6555.0,20000
Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs,"Specimen_005_CP76PBA18 NP6 GFP-1_007.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",15.0,2994.0,20000
Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs,Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs/Comp-Pacific Blue-A subset,60.7,12149.0,20000
Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs,Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs/Lymphocytes,66.0,13190.0,20000
Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs,Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs/Lymphocytes/Single Cells,67.3,8871.0,20000
Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs,"Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",55.2,4895.0,20000
Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs,Mean : Comp-FITC-A = 200.341201782,200.0,,20000
Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs,"Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",8.19,401.0,20000
Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs,"Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",5.93,1187.0,20000
Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs,"Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.09,218.0,20000
Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs,"Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",37.2,7441.0,20000
Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs,"Specimen_005_CP76PBA18 NP10 GFP-1_003.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",55.8,11154.0,20000
Specimen_005_L3k low GFP.fcs,Specimen_005_L3k low GFP.fcs/Comp-Pacific Blue-A subset,87.1,17422.0,20000
Specimen_005_L3k low GFP.fcs,Specimen_005_L3k low GFP.fcs/Lymphocytes,41.1,8219.0,20000
Specimen_005_L3k low GFP.fcs,Specimen_005_L3k low GFP.fcs/Lymphocytes/Single Cells,69.1,5681.0,20000
Specimen_005_L3k low GFP.fcs,"Specimen_005_L3k low GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",82.7,4699.0,20000
Specimen_005_L3k low GFP.fcs,Mean : Comp-FITC-A = 154.063842773,154.0,,20000
Specimen_005_L3k low GFP.fcs,"Specimen_005_L3k low GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",6.9,324.0,20000
Specimen_005_L3k low GFP.fcs,"Specimen_005_L3k low GFP.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",9.39,1878.0,20000
Specimen_005_L3k low GFP.fcs,"Specimen_005_L3k low GFP.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",0.21,43.0,20000
Specimen_005_L3k low GFP.fcs,"Specimen_005_L3k low GFP.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",12.2,2447.0,20000
Specimen_005_L3k low GFP.fcs,"Specimen_005_L3k low GFP.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",78.2,15632.0,20000
Specimen_005_WT-1_001.fcs,Specimen_005_WT-1_001.fcs/Comp-Pacific Blue-A subset,81.7,16345.0,20000
Specimen_005_WT-1_001.fcs,Specimen_005_WT-1_001.fcs/Lymphocytes,83.6,16727.0,20000
Specimen_005_WT-1_001.fcs,Specimen_005_WT-1_001.fcs/Lymphocytes/Single Cells,60.0,10031.0,20000
Specimen_005_WT-1_001.fcs,"Specimen_005_WT-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",77.6,7787.0,20000
Specimen_005_WT-1_001.fcs,Mean : Comp-FITC-A = 2145.784423828,2146.0,,20000
Specimen_005_WT-1_001.fcs,"Specimen_005_WT-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",87.8,6836.0,20000
Specimen_005_WT-1_001.fcs,"Specimen_005_WT-1_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",69.1,13828.0,20000
Specimen_005_WT-1_001.fcs,"Specimen_005_WT-1_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.68,335.0,20000
Specimen_005_WT-1_001.fcs,"Specimen_005_WT-1_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",16.2,3239.0,20000
Specimen_005_WT-1_001.fcs,"Specimen_005_WT-1_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",13.0,2598.0,20000
Specimen_005_WT.fcs,Specimen_005_WT.fcs/Comp-Pacific Blue-A subset,84.2,16849.0,20000
Specimen_005_WT.fcs,Specimen_005_WT.fcs/Lymphocytes,84.2,16834.0,20000
Specimen_005_WT.fcs,Specimen_005_WT.fcs/Lymphocytes/Single Cells,59.8,10075.0,20000
Specimen_005_WT.fcs,"Specimen_005_WT.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",79.7,8033.0,20000
Specimen_005_WT.fcs,Mean : Comp-FITC-A = 2137.739746094,2138.0,,20000
Specimen_005_WT.fcs,"Specimen_005_WT.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",87.4,7022.0,20000
Specimen_005_WT.fcs,"Specimen_005_WT.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",70.8,14163.0,20000
Specimen_005_WT.fcs,"Specimen_005_WT.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",2.04,409.0,20000
Specimen_005_WT.fcs,"Specimen_005_WT.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",13.3,2651.0,20000
Specimen_005_WT.fcs,"Specimen_005_WT.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",13.9,2777.0,20000
